AccID	KO1	KO2	KO3	KO4	WT1	WT2	WT3	WT4
Kat6a	1612	1503	1852	2011	1616	1826	1830	1416
Col4a5	316	379	381	270	850	1207	815	590
Neb	61	67	42	66	36	69	63	41
Nsg1	454	331	581	625	89	73	132	88
Col4a6	2	2	0	0	5	1	4	0
Pym1	346	359	397	306	200	85	110	186
Sucnr1	0	1	0	0	3	1	2	0
Lonrf1	220	235	262	257	210	270	196	177
Lonrf2	3	0	4	0	7	8	9	0
Defa5	0	0	0	0	0	0	0	0
Lonrf3	85	106	84	67	112	118	105	81
Nsg2	8	1	6	6	3	15	3	2
Defa3	0	0	0	0	0	0	0	0
Defa2	0	0	0	0	0	0	0	0
Gm21680	5	8	6	12	0	6	0	0
Nes	756	871	1033	2026	1299	576	523	652
Tmem150c	20	16	6	22	207	60	37	51
Tbc1d8b	464	364	430	472	823	943	720	754
Ambp	0	0	1	1	20	14	0	25
Amd2	188	168	266	211	136	178	103	128
Amd1	1131	730	1358	1706	861	1216	844	1179
Cercam	1221	1043	508	684	89	73	70	59
Ambn	0	0	0	0	0	0	0	0
Gm21637	0	0	0	0	0	0	0	0
Eef1e1	309	369	465	536	157	164	144	222
Tmem150a	0	0	0	0	0	0	0	0
Tmem150b	10	25	31	22	156	100	110	262
4931414P19Rik	175	162	126	177	88	70	84	63
4930579G24Rik	82	112	137	156	32	62	56	41
Lrrc37a	0	0	0	0	0	0	0	0
Gm10985	0	0	0	0	0	0	0	0
Tex101	0	0	0	0	1	0	1	2
Tbc1d9b	2416	2488	2014	1961	1798	1385	1457	1268
Gm21627	0	0	0	0	0	0	0	0
Gm45618	0	1	0	0	0	0	0	0
Mov10l1	1	0	0	5	0	0	0	0
Ngb	7	15	7	9	6	13	5	4
Gm10972	0	0	0	2	1	8	1	1
Ngf	154	75	280	553	29	97	7	47
Tmem151b	11	7	3	6	1	10	0	0
Scarf2	4331	3897	4391	3157	998	1453	1125	1759
Scarf1	290	302	279	285	202	245	250	271
Tmem151a	490	475	452	357	123	154	110	105
Carnmt1	76	73	78	55	45	43	54	34
Gm10974	1	0	0	0	0	0	0	3
Epb41	1355	1687	1304	1496	1651	1593	1520	1675
Pvrig	6	6	5	9	4	1	4	10
Tomm20l	0	0	0	0	2	1	1	1
Epb42	36	26	21	19	10	21	29	20
Ngp	13	16	4	3	16	10	1	33
Mpdz	701	627	676	828	163	249	241	189
Zdbf2	4	1	0	8	1	13	4	0
Lmf1	254	309	286	214	215	227	246	286
Lmf2	2017	1867	1583	1806	809	850	686	984
Bpgm	371	416	478	550	349	265	359	427
E330021D16Rik	7	1	0	2	0	5	2	5
Nsl1	101	80	142	172	45	66	72	55
Polr3gl	216	224	176	191	142	195	125	220
Idh3g	990	980	950	900	1000	1170	940	1060
Cox7a1	11	4	4	2	10	4	2	11
Cox7a2	956	932	923	947	647	668	604	765
Nhs	65	66	98	202	32	67	74	54
Mertk	1027	1032	892	774	922	645	1021	458
Gm21650	0	0	0	0	0	0	0	0
Tma16	257	272	311	240	117	152	99	122
Dhodh	124	127	137	191	97	169	123	164
Rab40b	40	30	36	13	13	22	29	20
Celf6	4	0	0	1	2	1	4	0
Rab40c	530	521	474	451	317	367	281	506
Celf5	2	2	2	4	23	28	14	43
Celf4	88	94	170	225	243	588	344	893
Eef1b2	5812	6070	6286	5883	4108	3501	3136	4914
Celf3	19	30	17	18	26	11	23	8
Idh3a	889	905	1140	1244	704	671	658	662
Celf2	1096	1004	1214	834	1229	1983	1369	1076
Celf1	0	0	1	0	0	0	0	0
Bphl	272	287	243	232	310	311	245	415
Idh3b	1186	1215	1177	1323	1021	880	702	1226
Nin	936	1088	1046	1377	638	666	719	587
Nrros	580	485	522	672	416	404	481	358
Gm10999	0	0	0	0	0	0	0	0
Gm8267	0	0	0	0	0	0	0	0
Gm43064	0	0	0	0	0	0	1	0
Amfr	4354	4572	4299	4286	3528	4692	3559	4005
Skiv2l2	793	817	926	973	805	837	743	653
Zfp157	185	174	168	169	164	242	164	185
Rcor2	322	544	317	237	35	46	25	45
Ppp2r3a	719	513	717	745	757	748	574	732
Rcor3	139	127	153	137	127	121	135	115
Ccdc130	127	149	132	133	102	93	72	140
Rcor1	921	968	1093	1493	1316	1432	1064	1705
Ppp2r2d	853	903	871	772	535	521	551	764
Homer1	375	324	438	655	346	324	217	244
Ppp2r2c	1	5	4	1	111	17	3	37
Ccdc134	123	166	168	180	90	85	102	130
Homer2	119	108	179	185	117	151	116	217
Ppp2r2b	3	2	12	6	10	35	20	10
Ccdc136	153	109	89	97	37	25	65	30
Ccdc137	276	340	407	536	241	252	185	212
Ccdc138	41	24	42	49	27	72	32	43
Gm8271	0	0	0	0	0	0	0	0
Nsmf	819	884	711	870	714	742	446	714
Gm8279	0	0	0	0	0	0	0	0
Gnpat	1558	1504	1544	1545	2481	3296	3308	5028
C2cd2l	593	616	494	527	515	501	475	353
Zfp143	220	255	257	289	250	216	260	353
Ctxn3	0	5	3	0	0	0	3	0
Zfp146	546	473	612	774	506	399	460	725
Ctxn1	1000	1158	1092	632	325	177	70	199
Ctxn2	1	0	1	0	8	0	0	5
Ap4m1	212	284	240	193	259	280	311	363
Zfp142	348	377	312	377	286	277	214	212
Lefty2	5	0	0	0	0	0	4	0
Zfp141	182	227	206	241	130	197	167	205
Ccdc120	539	735	574	666	660	660	601	761
4930524N10Rik	0	0	0	0	0	0	0	0
Ccdc121	25	20	23	26	11	19	16	14
Ccdc122	247	173	161	161	111	185	111	180
Ppp2r3d	0	0	0	0	0	0	0	0
Ppp2r3c	263	254	232	266	259	306	249	254
Ccdc124	490	560	437	396	291	96	142	275
Csn2	3	2	4	7	2	6	0	0
Zfp148	1330	1131	1628	1725	1336	2178	1338	1842
Ccdc125	192	176	149	173	250	230	269	324
Csn3	17	13	98	303	10	6	0	2
Ccdc126	178	196	171	139	113	189	163	192
Ccdc127	1393	1323	1221	1227	554	649	450	590
Ccdc129	7	11	8	9	35	93	54	9
Gm8281	3	3	3	2	0	0	0	6
Ptrhd1	62	72	55	43	37	55	67	50
Gm8246	0	0	0	0	0	0	0	0
Gm8247	0	0	0	0	0	0	0	0
Cela1	76	63	52	28	162	329	149	702
Hif1an	1268	1454	1065	1092	1126	1231	1056	1292
Sdccag8	220	250	252	242	173	200	190	168
Nlk	479	509	610	662	491	661	567	580
Zfp131	793	800	920	817	367	473	455	541
Gucy1b1	241	394	196	344	416	736	622	283
Lefty1	170	179	141	130	39	57	4	30
Spon2	46	6	145	129	38	64	34	49
Ccdc110	0	0	0	0	1	0	0	2
Gucy1b2	0	1	0	1	0	2	0	0
Nln	823	719	801	817	608	620	521	469
Ccdc112	101	127	95	149	73	117	104	134
Spon1	855	1012	752	887	869	1112	748	484
Ccdc113	35	30	42	50	38	41	19	33
Ccdc114	110	115	97	124	160	162	103	224
Ccdc115	321	257	291	317	226	208	243	287
Ccdc116	3	6	7	15	32	29	11	36
Ccdc117	594	487	547	607	391	459	515	517
Hmga1b	1606	1742	1405	1442	1242	160	102	559
Gm8251	8	11	16	11	7	10	5	2
Gm8257	0	0	0	0	0	0	0	0
Nmb	29	43	23	18	19	16	19	23
Kif19a	105	72	49	82	55	114	41	46
Mylpf	26	34	5	13	11	3	1	24
Nmi	185	192	260	270	156	209	208	263
Homer3	294	364	298	410	258	262	170	228
Ppp2r2a	1190	1283	1589	1757	1320	1777	1191	1623
Zfp120	299	319	304	317	262	384	322	334
Dnah14	8	7	3	7	6	10	7	4
Gucy1a1	373	655	273	447	557	1005	1011	425
Dnah17	116	86	70	71	81	76	105	70
Gucy1a2	4	8	11	13	19	35	25	6
Ppp2r1b	597	596	843	1034	594	453	395	557
Ppp2r1a	3510	3636	3982	3266	3346	3699	2832	4124
Dnah11	49	42	30	66	68	162	134	44
Ccdc103	16	14	26	25	18	8	25	17
Dnah10	130	102	93	176	105	200	200	100
Nms	0	0	0	0	0	0	0	0
Zfp128	61	50	62	91	41	67	71	63
Ccdc105	4	0	0	0	0	0	0	0
Dnah12	0	0	0	0	0	0	0	0
Nmu	0	2	3	0	0	1	0	0
Sdccag3	1348	1236	1385	1670	927	919	790	1372
Ccdc106	10	10	15	9	32	3	19	28
Ccdc107	379	358	318	265	161	110	175	182
Pilra	394	248	344	435	362	379	240	212
Psip1	1698	1404	1659	1911	705	1080	844	983
A930009A15Rik	0	0	0	0	0	0	0	0
Gm8265	0	0	0	0	0	0	0	0
Calhm1	0	0	0	0	0	0	0	0
Kif18a	104	165	146	233	80	103	107	103
Calhm2	266	311	320	377	76	69	70	42
Kif18b	166	277	224	311	88	74	82	65
Ppp6r1	1591	1772	1611	1516	2153	2054	1963	2537
Ppp6r3	1919	1946	1855	1701	1921	2890	2156	2029
D730001G18Rik	5	0	2	1	0	0	3	2
Ppp6r2	527	570	511	432	480	544	495	425
Btbd35f26	0	0	0	0	0	0	0	0
Ropn1l	23	15	17	19	14	24	22	30
Btbd35f27	0	0	0	0	0	0	0	0
Btbd35f28	0	0	0	0	0	0	0	0
Btbd35f29	0	0	0	0	0	0	0	0
Olfr766-ps1	0	0	0	0	0	0	0	0
A430089I19Rik	0	0	0	0	0	0	0	0
Btbd35f22	0	0	0	0	0	0	0	0
Btbd35f23	0	0	0	0	0	0	0	0
Ftl1-ps1	7695	6590	5739	6011	4921	4369	3296	5222
Btbd35f24	0	0	0	0	0	0	0	0
Btbd35f25	0	0	0	0	0	0	0	0
Btbd35f20	0	0	0	0	0	0	0	0
Btbd35f21	0	0	0	0	0	0	0	0
Xpo1	2151	2069	3007	3296	1904	2786	2021	1961
Acot10	6	8	19	19	14	24	15	15
Xpo4	461	457	647	761	561	798	611	594
Acot11	128	127	158	136	203	200	198	209
Nnt	758	649	717	884	764	1053	789	639
Xpo6	1773	1896	1833	1769	1202	1327	1090	1444
Xpo5	1208	1049	1308	1422	838	1029	945	1204
Acot12	9	14	6	4	8	3	6	0
Acot13	268	258	296	254	216	216	237	351
Camkmt	28	23	24	27	33	76	44	59
Mpnd	563	610	526	536	544	430	433	742
Gm20388	0	0	0	0	0	0	0	0
Ugdh	2002	1624	2041	1656	1494	2434	720	1708
Gm20379	6	4	6	0	0	1	0	0
Sfrp2	158	118	323	48	25	24	11	11
Zfp180	453	503	488	446	322	366	327	335
Sfrp1	413	255	669	497	267	475	166	339
Sfrp4	16	23	33	31	5	25	18	9
Zfp182	105	88	96	89	184	228	221	148
Sfrp5	0	3	1	4	2	2	2	0
Nog	12	11	10	24	0	5	4	5
Zfp189	173	172	153	122	60	59	84	59
Zfp184	28	44	36	26	25	44	39	65
Rp1l1	2	1	0	1	0	0	0	0
Zfp185	109	156	82	105	154	273	173	129
Btbd35f30	0	0	0	0	0	0	0	0
Dirc2	853	761	767	583	595	670	656	526
Nov	253	250	408	649	1437	674	1610	1254
Rab3ip	516	566	462	466	475	492	417	424
Smim10l2a	10	6	13	13	4	25	14	1
Gm45692	0	0	0	0	0	0	0	0
Calhm5	50	41	38	37	25	34	55	35
Calhm6	28	18	31	35	17	6	16	15
Calhm3	0	0	0	1	0	0	0	0
Ugcg	1704	1749	1391	1555	1950	1615	1201	2000
Calhm4	1	3	0	3	0	1	0	1
Npb	6	1	5	17	3	9	2	6
Tgif2lx2	0	0	0	0	0	0	0	0
Tgif2lx1	0	0	0	0	0	0	0	0
Saa4	1	0	0	0	1	0	9	0
Kif16b	541	524	638	550	579	730	567	773
Lmln	129	102	167	162	116	158	111	164
Saa3	310	80	351	318	84	28	43	290
Npl	134	103	121	70	35	26	27	55
Ppp2r5d	965	976	861	957	878	785	744	1001
Ppp2r5c	2085	2569	2172	2373	2492	2799	2031	3086
Ppp2r5b	0	0	0	0	0	0	0	0
Ppp2r5a	2394	2106	2151	2604	1974	2789	2637	2410
Zfp174	47	49	52	58	29	104	56	48
Amn1	157	147	408	127	111	206	154	204
Nps	4	6	1	14	1	0	2	0
Npw	208	236	123	110	77	97	110	97
Xpot	1415	1281	1502	1834	1650	1949	1785	2004
Npy	6	22	10	8	72	23	3	77
Olfr1493-ps1	0	0	0	0	0	0	0	0
C2cd4c	0	0	0	5	15	17	2	5
Gm8297	0	0	0	0	0	0	0	0
Zfp280b	479	440	555	638	253	358	287	285
C2cd4b	128	157	124	77	107	92	216	459
Gm8298	0	0	0	0	0	0	0	0
Zfp280c	348	294	344	379	245	428	272	308
C2cd4a	0	0	4	0	1	2	4	2
Cstb	1391	1174	1506	1523	1107	619	853	1241
Zfp280d	715	647	610	635	437	744	691	519
Mpp1	1025	991	966	972	899	1031	886	801
Mpp2	113	206	156	242	100	118	120	72
Mpp3	13	35	5	13	26	17	18	33
Olfr1201	0	0	0	0	0	0	0	0
Zfp160	304	241	318	326	268	315	298	344
C2cd4d	0	7	0	0	1	1	3	0
Mpp4	8	5	10	17	4	2	8	4
Olfr1200	0	0	0	0	0	0	0	0
Btbd35f19	0	0	0	0	0	0	0	0
Olfr1202	0	2	0	0	0	0	0	0
3110009E18Rik	14	7	14	9	3	10	3	3
Olfr1205	0	0	0	1	0	0	0	0
Olfr1204	0	0	0	0	0	0	0	0
Btbd35f15	0	0	0	0	0	0	0	0
Btbd35f16	0	0	0	0	0	0	0	0
Xpo7	1324	1189	1385	1370	1270	1686	1253	1378
Btbd35f17	0	0	0	0	0	0	0	0
Btbd35f18	0	0	0	0	0	0	0	0
Btbd35f11	0	0	0	0	0	0	0	0
Mpp5	955	1134	1012	1111	1505	1799	1366	1590
Btbd35f12	0	0	0	0	0	0	0	0
Mpp6	727	865	886	924	543	670	560	789
Btbd35f13	0	0	0	0	0	0	0	0
Mpp7	620	539	479	617	669	1069	871	1070
Btbd35f14	0	0	0	0	0	0	0	0
Cst3	7134	7533	7782	4015	2968	3660	3685	3920
Cst6	52	18	20	14	0	0	0	1
Btbd35f10	0	0	0	0	0	0	0	0
Cst7	12	6	13	13	7	0	7	6
Ppp2r5e	1254	1169	1252	1431	1223	1542	1174	1815
Cst8	7	11	7	5	19	11	32	23
Cst9	0	0	0	2	1	1	3	0
Zfp169	80	95	84	100	125	89	131	72
Gm20390	0	0	0	0	0	0	0	0
AF366264	2	0	0	0	0	0	0	0
Saa2	0	0	0	0	0	0	0	0
Olfr1206	0	0	0	0	0	0	0	0
Saa1	0	0	1	2	1	0	1	5
Olfr1209	0	0	0	0	0	0	0	0
Olfr1208	0	1	0	0	0	0	0	0
Olfr376	0	0	0	0	2	0	0	0
Prokr2	20	46	80	56	26	1	2	5
Olfr1212	0	0	0	0	0	0	0	0
Olfr378	0	0	0	0	0	0	0	0
Olfr1211	0	3	0	0	0	0	0	0
Prokr1	95	41	96	92	61	63	72	103
Olfr1214	0	0	0	0	0	0	0	0
Gm9513	0	0	0	0	0	0	0	0
Nrk	125	94	40	8	189	1112	111	709
Olfr1216	0	0	0	0	0	0	0	0
Olfr1215	0	0	0	0	0	0	0	0
Nrm	236	241	244	173	144	92	159	132
Engase	130	149	121	100	90	103	84	84
Nrl	0	0	0	0	0	0	0	3
Olfr370	0	0	0	0	0	0	0	0
Olfr372	0	0	0	0	0	0	0	0
Olfr371	0	0	0	0	0	0	0	0
Olfr374	2	1	6	3	2	0	2	4
Olfr373	0	2	0	0	0	0	0	0
Btn1a1	5	12	15	4	4	3	0	0
Nt5c1a	1	4	0	0	39	3	1	3
Nt5c1b	0	1	1	6	5	0	3	2
Plvap	1662	1772	992	1966	1266	1461	1501	1699
Wnt5a	1546	1274	1976	4209	280	749	250	293
Cd40lg	8	4	3	1	1	0	1	0
Wnt5b	57	42	31	20	11	15	11	7
Larp1b	307	285	261	266	379	395	327	460
Olfr1218	0	0	0	0	0	0	0	0
Olfr1217	0	0	0	0	0	0	0	0
Olfr1219	0	0	0	0	0	0	0	0
Camkk1	336	284	290	311	381	265	320	439
Camkk2	692	490	638	503	496	549	562	719
Lmo2	309	233	260	264	216	224	264	201
Nsf	820	778	763	799	1055	889	954	825
Olfr1221	0	0	0	0	0	0	0	0
Olfr365	0	0	0	0	0	0	0	0
Lmo3	0	1	0	0	0	0	0	0
Olfr1220	0	0	0	0	0	0	0	0
Lmo4	1019	1020	880	701	646	1170	854	1261
Olfr1223	0	0	0	0	0	0	0	0
Olfr1222	0	0	0	0	0	0	0	0
Olfr366	0	0	0	0	0	0	0	0
Olfr1225	0	0	0	0	0	0	0	0
Haao	17	33	14	20	15	13	19	18
Kif13a	1461	1354	1200	1281	1852	1998	2115	2184
Olfr368	0	0	0	0	0	0	0	0
Lmo1	198	177	256	52	5	5	1	1
Olfr1226	0	0	0	0	0	0	0	0
Kif13b	941	917	896	911	1483	1429	1133	1139
Olfr361	0	0	0	0	0	0	0	0
Fgfr1op2	1844	1745	4812	1433	2297	2029	1745	2049
Lmo7	3958	5265	3295	3324	6824	10136	6385	6048
Olfr360	0	0	0	0	0	0	0	0
Amot	708	413	425	328	319	280	165	234
Olfr362	0	0	0	0	0	0	0	0
Lama5	4304	4207	5039	4101	12769	10232	7025	12462
Lmna	5449	4725	5044	4904	3479	3425	1950	3864
Lama1	51	62	78	83	191	142	197	224
Lama2	1245	569	467	227	243	551	616	257
1110012L19Rik	295	269	300	268	158	89	96	170
Ap4e1	283	293	242	351	298	429	369	316
Lama3	827	1250	1142	1149	10731	4129	2083	3877
Lama4	2010	1818	1653	3270	603	849	797	896
Olfr1229	0	0	0	1	0	0	0	0
Olfr1228	0	0	0	0	0	0	0	0
Xpr1	922	877	1109	1071	1262	1566	1184	889
Mpst	634	732	586	705	499	416	367	577
Olfr1232	0	0	0	0	0	0	0	0
Olfr398	0	0	0	0	0	0	0	0
Idi1	127	126	117	149	167	302	191	179
Olfr1231	0	0	0	0	0	0	0	0
Olfr397	0	0	0	0	0	0	0	0
Olfr1234	0	0	0	0	0	0	0	0
Olfr1233	0	0	0	0	0	0	0	0
Olfr399	0	0	0	0	0	0	0	0
Idi2	0	0	0	1	2	0	0	0
Ntm	35	21	57	67	35	97	45	174
Olfr1238	0	0	0	0	0	0	0	0
Dpep1	183	306	92	100	196	350	289	78
Olfr390	0	0	0	0	0	0	0	0
Ccdc190	8	6	10	13	6	27	18	22
Dpep2	866	564	751	546	535	695	518	1470
Ccdc191	138	124	97	132	140	101	120	166
Olfr392	0	0	0	0	0	0	0	0
Snip1	548	533	611	697	236	230	245	326
Vmn1r95	0	0	0	0	0	0	0	0
Ccdc192	0	0	0	0	2	0	5	8
Nts	34	39	29	77	9	1	3	8
Olfr394	0	0	0	0	0	0	0	0
Vmn1r93	0	0	0	0	0	0	0	0
Ccdc194	0	1	3	7	0	0	0	2
Olfr393	0	0	0	0	0	0	0	0
Vmn1r94	0	0	0	0	0	0	0	0
Dpep3	40	51	46	22	39	43	18	47
Olfr1230	0	0	0	0	0	0	0	0
Vmn1r91	0	0	0	0	0	0	0	0
Olfr395	0	0	0	0	0	0	0	0
Vmn1r90	4	16	8	13	0	8	2	1
Ap4b1	4	5	7	10	6	4	4	9
Nt5c3b	406	436	459	399	208	181	197	342
Wnt3a	30	53	29	32	83	55	71	27
Nedd4l	1569	1950	1367	1606	1455	1507	1760	1773
Dnah7c	35	34	38	31	26	83	43	18
Hmgb1	1399	1462	1474	1620	1010	1423	1376	1523
Stkld1	10	15	10	15	13	4	14	15
Dnah7b	59	34	39	36	81	138	110	65
Olfr1239	0	0	0	0	0	0	0	0
Hmgb3	226	269	266	225	369	300	274	314
Amph	16	24	11	4	27	63	55	25
Hmgb2	308	435	415	421	163	177	189	216
Stra6l	121	79	149	132	218	63	282	134
Hmgb4	0	0	0	0	0	0	0	0
Dnah7a	21	13	10	10	11	49	39	11
Dynll1	1939	1963	2387	2858	1062	1111	936	1816
Dynll2	1737	1820	1776	1890	1254	1280	1097	1169
Itga10	82	47	159	87	21	45	33	24
Olfr1243	0	0	0	0	0	0	0	0
Itga11	18	29	51	18	20	31	28	32
Olfr1242	0	0	0	0	0	0	0	0
Olfr1245	0	0	0	0	0	0	0	0
Olfr389	0	0	0	0	0	0	0	0
Olfr1247	0	0	0	0	0	0	0	0
Olfr1246	0	0	0	0	0	0	0	0
Idh1	1586	1308	1665	1625	2730	3528	2338	3702
Olfr1249	0	0	0	0	0	0	0	0
Vmn1r88	0	0	0	0	0	0	0	0
Idh2	1651	1846	1612	1637	1585	1389	1672	2301
Olfr1248	0	0	0	0	0	0	0	0
Vmn1r89	0	0	0	0	0	0	0	0
Gm9508	0	0	0	0	0	0	0	0
Vmn1r86	0	0	0	0	0	0	0	0
Prdm16	599	544	440	425	650	528	562	726
Vmn1r87	0	0	0	0	0	0	0	0
2810021J22Rik	91	82	139	128	114	80	101	82
Ccdc180	48	60	44	54	47	86	75	35
Olfr381	0	0	0	0	0	0	0	0
Vmn1r84	0	0	0	0	0	2	0	0
Ccdc181	285	237	237	251	164	252	193	231
Gm9507	0	0	0	0	0	0	0	0
Olfr380	0	0	0	0	0	0	0	0
Vmn1r85	0	0	0	0	0	0	0	0
Ccdc182	0	0	0	0	0	0	0	0
Vmn1r82	0	0	0	0	0	0	0	0
Ccdc183	12	14	4	5	9	3	6	18
Olfr382	0	0	0	0	0	0	0	0
Vmn1r83	0	0	0	0	0	0	0	0
Ccdc184	128	112	4	35	1	9	14	2
Olfr1241	0	0	0	0	0	0	0	0
Olfr385	0	0	0	0	0	0	0	0
Vmn1r80	1	0	0	0	0	0	0	0
Ccdc185	0	7	0	0	0	0	0	0
Olfr1240	0	0	0	0	0	0	0	0
Olfr384	0	0	0	0	0	0	0	0
Vmn1r81	1	0	0	0	0	0	0	0
Ccdc186	1314	1214	1055	1034	1344	1403	1665	1817
Wnt2b	42	37	32	57	24	51	27	26
Ccdc187	125	114	97	114	113	271	178	66
Homez	188	213	245	156	181	189	148	187
Ccdc188	0	0	0	0	0	0	0	0
Prdm11	340	344	293	215	122	180	186	157
Zfhx2	170	195	142	240	214	232	165	229
Ccdc189	84	92	95	71	89	82	164	282
Prdm10	195	196	238	312	207	146	189	234
Zfhx3	995	1004	1305	1458	696	1043	771	897
Prdm13	3	1	1	0	0	0	0	0
Prdm12	0	0	0	0	0	0	0	0
Prdm15	243	209	299	346	242	258	268	390
Prdm14	1	1	0	0	0	0	0	0
Ubald2	436	421	364	319	230	172	138	187
Sacs	593	597	884	1111	109	253	179	95
Ccer1	0	0	0	0	0	0	0	0
Hmga2	3740	3327	4220	7168	2263	1071	29	137
Ccer2	1	0	0	0	2	0	0	0
Fhdc1	765	1128	660	618	603	450	465	589
Hmga1	4037	4383	3397	3370	2736	799	382	1498
Ubald1	823	737	699	671	457	378	369	700
Acrbp	80	79	81	115	74	79	96	189
Zfhx4	1109	747	360	127	12	44	25	8
Sae1	1274	1286	1449	1442	1004	1010	759	1351
Bptf	1768	1840	2047	2207	1940	1757	1774	1628
Hadh	1137	1186	1110	901	1003	1385	1169	2114
Olfr1254	0	0	0	0	0	0	0	0
Gm8225	1	0	0	0	0	0	0	0
Olfr1253	0	0	0	0	0	0	0	0
Olfr1256	0	0	0	0	0	0	0	0
Olfr1255	0	0	0	0	0	0	0	0
Olfr1258	0	0	3	0	0	0	0	0
Gm8229	0	0	0	0	0	0	0	0
Nvl	733	607	699	908	712	760	687	671
Olfr1257	0	0	0	0	0	0	0	0
Olfr1259	0	0	0	0	0	0	0	0
Zfp111	201	206	247	292	191	151	192	198
Zfp110	636	702	670	597	745	839	936	1191
Zfp113	174	164	184	200	203	250	203	207
Ccdc170	29	28	37	51	49	94	45	28
Zfp112	33	35	24	26	47	12	11	43
Ccdc171	33	60	45	63	53	52	47	47
Olfr1250	0	0	4	0	0	0	0	0
Ccdc172	0	0	0	0	0	0	0	0
Safb	1456	1566	1194	1514	1023	593	795	1015
Ccdc173	22	16	31	24	19	32	26	44
Olfr1252	0	0	0	0	0	0	0	0
Ccdc174	223	236	269	212	205	193	180	289
Olfr1251	0	0	1	0	0	0	0	0
Vars2	735	778	582	617	1042	1001	735	1340
Ccdc175	1	3	0	0	1	1	0	0
Pfkfb4	1045	914	736	731	976	750	1094	1039
Pfkfb3	874	881	979	1127	923	1078	967	2150
Ccdc177	0	6	6	0	0	0	0	0
Pfkfb2	468	567	375	444	696	830	938	605
Ccdc178	0	0	0	0	0	0	0	0
Pfkfb1	21	22	25	25	45	18	22	20
Ambra1	765	812	720	817	610	582	588	680
Cdhr5	0	1	2	0	4	5	2	1
Zfp114	7	3	2	5	3	8	3	6
Cdhr4	162	82	133	177	85	247	141	94
Cdhr3	196	178	180	155	156	332	240	123
Cdhr2	0	2	0	0	699	184	34	339
Hagh	353	357	351	270	332	184	274	414
Cdhr1	29	2	50	49	22	25	12	60
Scimp	109	90	96	112	94	81	99	79
Gm8232	0	0	0	0	0	0	0	0
Cracr2b	618	750	449	518	718	551	648	1025
Cracr2a	742	922	636	631	960	879	1354	931
Muc5ac	38	18	19	39	87	155	91	414
Olfr1265	0	0	0	0	0	0	0	0
Olfr1264	0	0	0	0	0	0	0	0
Olfr1269	0	0	0	0	0	0	0	0
Gm8237	0	1	0	2	0	0	0	4
Zfp101	106	153	143	185	182	243	232	276
Ccdc160	8	9	5	15	7	27	12	4
Olfr1261	0	0	0	0	0	0	0	0
Tnfsf11	35	27	28	19	12	4	7	4
Olfr1260	0	0	0	0	0	0	0	0
Tnfsf10	490	486	367	437	402	715	681	322
Ccdc162	76	80	59	97	88	187	109	55
Olfr1263	0	0	0	0	0	0	0	0
Ccdc163	127	118	122	162	85	64	87	115
Olfr1262	0	0	0	0	0	0	0	0
Zfp108	23	17	30	37	12	9	26	27
Itga2b	117	74	119	132	33	54	51	31
Ccdc166	92	98	84	98	51	54	36	85
Ccdc167	48	32	57	42	56	61	60	65
Zfp109	33	29	44	49	54	44	52	46
Ccdc169	12	4	5	9	2	4	0	0
Gosr1	907	862	886	897	719	825	721	636
Zfp106	4843	4501	4664	5249	4099	4807	3457	5392
Gosr2	2145	2003	1928	1769	1130	1196	1096	1208
Zfp105	99	86	86	66	42	39	41	25
Cebpzos	17	24	20	22	10	25	17	32
Gm9573	0	0	0	0	15	0	2	0
Larp4b	2322	2514	2374	2507	2610	3532	2628	3251
Wnt16	0	0	0	0	6	0	1	0
Olfr1276	0	0	0	0	0	0	0	0
Wnt11	117	48	91	194	78	94	45	59
4930578I06Rik	0	0	0	0	0	0	0	0
Olfr1275	0	0	0	0	0	0	0	0
Olfr1278	0	0	0	0	0	0	0	0
Olfr1277	0	0	0	0	0	0	0	0
Gm8206	1	9	11	9	0	1	3	0
Nxn	785	778	837	1133	381	273	170	245
Olfr1279	0	0	0	1	0	1	0	0
Spopl	891	873	965	1039	652	1029	721	894
Olfr1270	0	0	0	0	0	0	0	0
Upk3bl	0	1	0	3	9	1	5	10
Olfr1272	0	0	0	0	0	0	0	0
Ccdc150	11	22	5	3	3	29	8	4
Olfr1271	0	3	0	0	0	0	0	0
Vat1l	1	0	6	2	1	4	4	1
Ccdc151	31	32	23	29	24	39	27	16
Ccdc152	132	76	57	58	46	109	56	86
Ccdc153	186	147	153	175	98	148	124	106
Hspa12b	601	655	364	660	202	267	269	191
Tnfsf15	32	13	17	22	13	33	42	43
Ccdc154	18	15	13	14	8	27	9	17
Hspa12a	459	314	277	282	214	296	292	211
Tnfsf14	21	15	20	35	10	5	7	12
Ccdc155	10	7	10	14	5	11	16	5
Tnfsf13	22	21	19	5	26	13	23	17
Tnfsf12	135	94	103	81	57	50	83	67
Ccdc157	420	502	372	376	365	376	330	285
Lamb2	3139	3162	2954	2444	3041	3248	2458	3589
Ccdc158	13	14	19	20	35	32	48	50
Lamb3	3435	3496	3648	3476	7567	4484	3485	5744
Tnfsf18	5	6	22	18	3	5	9	19
Ccdc159	29	14	13	27	40	37	19	66
Amtn	0	0	0	0	0	0	0	0
Lamb1	9302	8572	8011	10298	3193	2267	1607	2234
Ugp2	1108	897	1117	1128	1231	1672	1484	1676
